שם,תיאור,אזור,עיר,כתובת,טלפון,קטגוריה,סוג,שעות פתיחה,כשר,נגישות לנכים,אתר אינטרנט,משלוחים,חדש,latitude,longitude
גסנוב אקספרס,מסעדה בניחוח תורכי,צפון,חיפה,שדרות ההסתדרות 72,04-8384555,מסעדה,"בשרים,דגים,ים תיכוני","א-ה: 11:00-17:00
שישי: 
שבת: ",,N,,N,Y,32.793570,35.039910
NIGHT COOKIE,עוגיות לילה,מרכז,תל אביב - יפו,קרליבך 23,074-7031853,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:30-02:00
שישי: 16:00-02:00
שבת: 16:00-02:00",,Y,,N,Y,32.068850,34.782930
NIGHT COOKIE,עוגיות לילה,שרון,רמת השרון,סוקולוב 36,074-7031853,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 17:00-00:00
שישי: 17:00-01:00
שבת: 17:00-01:00",,Y,,N,Y,32.142400,34.837300
NIGHT COOKIE,עוגיות לילה,מרכז,פתח תקווה,אודם 11,03-7290388,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 16:30-01:00
שישי: 
שבת: שעה מצאת שבת-00:00",כשר,Y,,N,Y,32.089580,34.857740
ג'ויה,מסעדה איטלקית,ירושלים,מודיעין-מכבים-רעות,מתיתיהו הכהן 1,077-9386304,מסעדה,איטלקי,"א-ה: 17:00-23:00
שישי: 17:00-23:00
שבת: 17:00-23:00",,Y,,N,Y,31.903610,35.005480
MANCHEGO,בר מסעדה ומעדניה כשרה,צפון,קיסריה,נמל קיסריה,053-9366451,מעדניה,איטלקי,"א-ה: 08:00-00:00
שישי: 08:00-16:00
שבת: ",כשר,Y,,N,Y,32.504409,34.891130
בורגר לג'נדס,מסעדת המבורגרין כשרה,צפון,חדרה,הגיבורים 63,052-6126229,מסעדה,בשרים,"א-ה: 11:00-23:30
שישי: 
שבת: 21:00-23:30",כשר,Y,,N,Y,32.437210,34.922790
BLEND,חנות משקאות אונליין,מרכז,תל אביב - יפו,אחד העם 20 - משרדים בלבד,,יקבים ומבשלות בירה,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",,N,blend.co.il,Y,Y,32.063800,34.769990
גלידריית מולי,גלידות קינוחים ומתוקים ללא עסקיות,דרום,אשדוד,הקליטה 1,050-3106262,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-02:00
שישי: 08:00-חצי שעה לפני כניסת שבת
שבת: צאת שבת - 02:00",כשר,Y,,N,Y,31.788070,34.642430
king kong,דיינר אסייתי עם מבטא אמריקאי,צפון,חיפה,חורב 15,3089*,מסעדה,צמחוני-טבעוני,"א-ה: 12:00-00:00
שישי: 12:00-00:00
שבת: 12:00-00:00",,Y,,N,Y,32.785010,34.987270
וניליה סופט,גלידרייה,מרכז,רמת גן,"קניון אייליון, אבא הלל 301",,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 11:00-21:30
שישי: 10:00-14:00
שבת: שעה מצאת שבת-22:30",,Y,,N,Y,32.100630,34.826610
קפה גרג,בית קפה מסעדה,אילת,אילת,"אייס מול, קאפמן 8",08-6525255,בית קפה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-23:00
שישי: 09:00-13:30
שבת: 18:30-23:00",בדצ בית יוסף,Y,,N,Y,29.554280,34.965530
גרעיני עפולה,"גרעינים, תבלינים, דגנים ועוד",דרום,שדרות,"מתלם פרץ סנטר, הפלדה 8",08-6811130,תבלינים ופיצוחים,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ","בד""צ בית יוסף",Y,,N,Y,31.520930,34.593910
גרעיני עפולה מגדן,"גרעינים, תבלינים, דגנים ועוד",צפון,קריית ים,שד ירושלים 3,04-8760335,תבלינים ופיצוחים,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ","בד""צ בית יוסף",Y,,N,Y,32.835790,35.065220
וניליה ,גלידרייה וקינוחים ,שרון,רעננה,סשה ארגוב 23,09-7661680,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-22:00
שישי: 10:00-22:00
שבת: 10:00-22:00",,Y,www.vaniglia.co.il,N,N,32.193303,34.865628
ג'ויה ,מסעדה איטלקית ,מרכז,פתח תקווה,אבשלום גיסין 15,077-9386459,מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 12:00-23:00
שישי: 12:00-23:30
שבת: 12:00-23:30",,Y,joya.co.il/,N,Y,32.097901,34.882196
שווארמה ASK,"מסעדת בשרים, שווארמה",מרכז,תל אביב - יפו,שאול המלך 4,054-5848838,מסעדה,"בשרים,ים תיכוני","א-ה: 11:00-21:00
שישי: 
שבת: ",כן,Y,,N,Y,32.075427,34.782528
VIVINO,מסעדה איטלקית ,צפון,זכרון יעקב,מתחם מסחרי מול זכרון,04-8283000,מסעדה,"איטלקי,בית קפה,דגים,חלבי","א-ה: 12:00-22:30
שישי: 12:00-00:00
שבת: 12:00-00:00",,Y,www.vivino.co.il/franchises,N,Y,32.569131,34.933342
משק מלר ,אתר סחר לפירות וירקות ,ירושלים,"נעמ""ה",מושב נעמה,054-4275501,משק חקלאי,צמחוני-טבעוני,"א-ה: 10:00-19:00
שישי: 
שבת: ",,Y,meshekmeller.co.il,Y,N,31.907453,35.467725
SAMURAYO,מסעדה אסייתית ,צפון,עפולה,הנשיא ויצמן 25,04-6593322,מסעדה,"סושי-אסייאתי,דגים,צמחוני-טבעוני","א-ה: א'-ד' 11:00-23:00 ה' 11:00-00:00
שישי: 11:00-14:30
שבת: 18:30-00:00",,Y,www.samurayo.co.il,N,N,32.610789,35.288108
גרג  ,בית קפה מסעדה,דרום,יבנה,הקישון 9,054-7274479,בית קפה,"בית קפה,חלבי,ים תיכוני,כריכים-סלטים","א-ה: 08:00-22:00
שישי: 08:00-13:30
שבת: מצאת השבת-23:00",כשר למהדרין,Y,gregcafe.co.il/מתחם-g-יבנה/,N,Y,31.885997,34.733761
CHIVITO,מטבח דרום אמריקאי,צפון,חיפה,שער פלמר 2,04-6220032,מסעדה,"בשרים,טאפסים,מקסיקני,צמחוני-טבעוני","א-ה: 11:00-22:00
שישי: 11:00-22:00
שבת: 15:30-22:00",,N,chivitoisrael.co.il,N,Y,32.820053,35.000094
Soft Cookies,דוכן עוגיות טריות וחמות במגוון טעמים,שרון,הרצליה,שד' שבעת הכוכבים 8,09-7734483,"גלידריה, מתוקים וקינוחים","מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 10:00-21:00
שישי: 10:00-14:30
שבת: 10:00-21:00",,Y,,N,Y,32.164916,34.823953
choose-your-cookies,חנות עוגיות מושחתות,מרכז,תל אביב - יפו,דיזנגוף 138,03-6780886,מאפיה וקונדיטוריה,"מתוקים-קינוחים,צמחוני-טבעוני,ללא גלוטן","א-ה: 
שישי: 
שבת: ",,Y,choose-your-cookies.com,Y,Y,32.082172,34.773945
NIGHT COOKIE,עוגיות חמות לשעות הקטנות של הלילה ,שרון,רעננה,"חנקין 2, רעננה",,מאפיה וקונדיטוריה,מתוקים-קינוחים,"א-ה: 16:30-01:00 חמישי עד 02:00
שישי: 10:00-15:00
שבת: 18:00-01:00",,Y,www.nightcookie.com,N,N,32.180238,34.876913
JAPAN JAPAN,מסעדה אסייתית ,מרכז,גבעת שמואל,מוטה גור 14,03-6092002,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 10:30-23:00 חמישי עד 00:00
שישי: 10:30-14:30
שבת: חצי שעה לאחר צאת השבת - 23:00","בד""צ בית יוסף",Y,www.japan-japan.co.il/,N,N,32.074845,34.853920
JAPAN JAPAN,מסעדה אסייתית ,ירושלים,ירושלים,יפו 224,02-5000612,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 10:00-22:00 חמישי עד 23:00
שישי: 10:00-14:00
שבת: חצי שעה לאחר צאת השבת - 23:00","בד""צ בית יוסף",Y,www.japan-japan.co.il/,N,N,31.789002,35.203232
MOKAYA,חנות שוקולד ,מרכז,תל אביב - יפו,ה' באייר 28,03-5611105,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",,N,,N,N,32.085546,34.790699
Hey Cookie,מסעדת עוגיות בעבודת יד ,דרום,באר שבע,דרך מצדה 35,077-4504032,מאפיה וקונדיטוריה,מתוקים-קינוחים,"א-ה: 10:00-00:00
שישי: 09:30-14:30
שבת: שעה לאחר צאת השבת - 00:00",הרבנות הראשית,N,,N,Y,31.258227,34.793176
גרעיני עפולה ,"גרעינים, תבלינים, דגנים ועוד ",שרון,כפר קאסם,מתחם לב הארץ,1700-707470,תבלינים ופיצוחים,"ים תיכוני,מזרחי,מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 08:30-21:00
שישי: 07:30-14:30
שבת: ","בד""צ בית יוסף",Y,,N,N,32.107995,34.955449
גרעיני עפולה ,"גרעינים, תבלינים, דגנים ועוד",שרון,ראש העין,ברקן 4 שכונת אפק,1700-707470,תבלינים ופיצוחים,"ים תיכוני,מזרחי,מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 08:00-20:00
שישי: 08:00-14:30
שבת: ",רבנות ראש העין,Y,,N,N,32.093718,34.975105
GREEN HOUSE,ביסטרו בר ,מרכז,מודיעין-מכבים-רעות,מרכז לב,077-8044631,בר-פאב,בר-פאב,"א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,N,,N,Y,31.886743,35.017913
הבייקריה,בית קפה קונדיטוריה,מרכז,חולון,ויצמן 58,03-6414260,מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-20:30
שישי: 08:00-16:00
שבת: ",למהדרין,Y,,N,N,32.017291,34.770109
יקב הבוטיק שלי ,חבית יין אישית מהודרת וממותגת,צפון,חדרה,המעפילים 59,077-3441808,מארזים במשלוח,בר-פאב,"א-ה: 
שישי: 
שבת: ",כן,Y,www.my-winery.co.il,Y,Y,32.437064,34.881638
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מרכז,תל אביב - יפו,איינשטיין 40 קניון רמת אביב,03-7160602,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 09:30-21:30
שישי: 09:00-15:00
שבת: שעה לאחר צאת השבת - 23:00",,N,leonidas.co.il,N,Y,32.112146,34.795827
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מרכז,רמת השרון,סוקולוב 83,03-5400646,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 09:30-20:00
שישי: 09:00-15:00
שבת: ",,N,leonidas.co.il,N,Y,32.147499,34.839139
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מרכז,תל אביב - יפו,אבן גבירול 74,03-6093363,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 09:30-20:30
שישי: 09:00-15:00
שבת: ",,N,leonidas.co.il,N,Y,32.080913,34.781484
שוקולד לאונידס,אתר למשלוח מארזי שוקולד ,מרכז,תל אביב - יפו,,,מארזים במשלוח,מתוקים-קינוחים,"א-ה: חנות אינטרנטית - משלוחים לכל הארץ
שישי: 
שבת: ",,N,leonidas.co.il,Y,Y,32.112240,34.795894
חומוס ושוארמה טרבלסי,חומוס חם ושוארמה עגל,ירושלים,יפית,מפגש הבקעה,02-6447030,מסעדה,"בשרים,ים תיכוני","א-ה: 08:00*21:00
שישי: 08:00-15:00
שבת: ",כן,N,,N,Y,32.054846,35.469543
חצר עין כרם,מסעדה חלבית כשרה בנוף הקסום,ירושלים,ירושלים,מדרגות הרומאים עין כרם,,מסעדה,"איטלקי,בית קפה,דגים,חלבי,מתוקים-קינוחים","א-ה: 16:00-23:00
שישי: 09:00-14:00
שבת: ",כן,N,,N,N,31.766333,35.163524
Donna,מסעדה איטלקית חלבית,מרכז,בת ים,דרך בן גוריון 135,03-5034898,מסעדה,"איטלקי,בית קפה,דגים,חלבי,מתוקים-קינוחים","א-ה: 18:00-01:00
שישי: 
שבת: שעה וחצי מצאת השבת-01:00",רבנות בת ים ירקות שמיטה לחומרא חלב ישראל,Y,,N,Y,32.013034,34.739036
דוביל'ה,מסעדת מזון מהיר סנדוויצ'ים,אילת,אילת,דרבן 6,08-715588,מסעדה,בשרים,"א-ה: 11:00-02:45
שישי: 11:00- עד שעתיים לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 02:00",כשר למהדרין,Y,doobille.co.il,N,N,29.554234,34.957383
גלידה סיציליאנית ,"גלידה, קפה וקינוחים",מרכז,ראשון לציון,הטיילת 6,03-7735288,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-00:00
שישי: 10:00-01:00
שבת: 10:00-01:00",,Y,,N,Y,31.998860,34.732551
פלה דה תה,חנויות תה פרימיום ,מרכז,תל אביב - יפו,דיזינגוף 131 פינת גורדון,03-5221317,תבלינים ופיצוחים,צמחוני-טבעוני,"א-ה: 09:30-20:00
שישי: 09:00-15:00
שבת: ",,Y,www.palaisdesthes.co.il,N,N,32.081942,34.773606
פלה דה תה,חנויות תה פרימיום,מרכז,תל אביב - יפו,קלמן מגן 3,03-51739935,תבלינים ופיצוחים,צמחוני-טבעוני,"א-ה: 10:00-20:00
שישי: 09:00-שעה לפני כניסת שבת
שבת: 10:00-20:00",,N,www.palaisdesthes.co.il,N,N,32.071399,34.786490
פלה דה תה - אתר הסחר,חנויות תה פרימיום ,מרכז,תל אביב - יפו,חנות אינטרנטית,חנות אינטרנטית,תבלינים ופיצוחים,צמחוני-טבעוני,"א-ה: 
שישי: 
שבת: ",,N,www.palaisdesthes.co.il,Y,Y,32.071399,34.786490
Roasters,בר קפה ,ירושלים,ירושלים,האפרסק 20,,בית קפה,"בר-פאב,בית קפה","א-ה: 06:30-23:30
שישי: 05:30-חצי שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 00:00",רבנות הראשית של ירושלים,N,,N,Y,32.071708,34.786985
Roasters,בר קפה ,דרום,באר שבע,יעקב כהן 12,08-9178282,בית קפה,"בר-פאב,בית קפה","א-ה: 07:00-23:00
שישי: 07:00-13:30
שבת: 18:00-23:00",בהשגחת יצהר,Y,,N,Y,31.254560,34.797510
Roasters,בר קפה ,ירושלים,יראון,שמואל הנגיד 8 פינת בצלאל,,בית קפה,"בר-פאב,בית קפה","א-ה: 06:45-00:00
שישי: 06:45-שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 00:00",בהשגחת יצהר,Y,,N,N,31.780370,35.214863
Roasters,בר קפה ,ירושלים,מודיעין-מכבים-רעות,דם המכבים 55,08-8606880,בית קפה,"בר-פאב,בית קפה","א-ה: 06:30-00:00
שישי: 06:30-חצי שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 00:00",בהשגחת יצהר,Y,,N,N,31.903681,35.007208
גלידה סיציליאנית ,"גלידה, קפה וקינוחים",מרכז,פתח תקווה,תוצרת הארץ 3,054-4736775,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-22:00
שישי: 10:00-שעתיים לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 23:00",כן,Y,,N,N,32.090141,34.860298
32Gi,אתר לרכישת מקוונת של תזונת ספורט,מרכז,תל אביב - יפו,חנות אינטרנטית,054-9339532,מארזים במשלוח,צמחוני-טבעוני,"א-ה: חנות אינטרנטית
שישי: 
שבת: ",,Y,32gi.co.il,Y,Y,32.072146,34.773890
Gustino,מסעדה איטלקית ,צפון,רמת ישי,צפצפה,04-9883300,מסעדה,"איטלקי,דגים,חלבי,מתוקים-קינוחים","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,Y,gustino.co.il,N,Y,32.706630,35.174247
TONA KOKA,מסעדת שף צרפתית ,צפון,קיסריה,אלון התבור 11,077-9975754,מסעדת שף,צרפתי,"א-ה: 12:00-22:00
שישי: 
שבת: 20:00-23:00",כן,Y,www.olakala.co.il,N,N,32.476951,34.946212
אנגוס,"מסעדת בשרים, ים תיכוני ",צפון,מגדל,מתחם הקנות מגדל - כביש 90,04-6950967,מסעדה,"בשרים,ים תיכוני","א-ה: 11:30-22:00
שישי: 11:30-22:00
שבת: 11:30-22:00",כן,Y,www.angus.co.il/,N,N,32.828602,35.512181
ג'ירף ,מסעדה אסייתית ,מרכז,תל אביב - יפו,אבן גבירול 49,3067*,מסעדה,"סושי-אסייאתי,בר-פאב,צמחוני-טבעוני","א-ה: א' 12:00-22:30 ב'-ה' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,N,www.giraffe.co.il,N,Y,32.077055,34.781162
ג'ירף ,מסעדה אסייתית ,מרכז,הרצליה,המנופים 9,3067*,מסעדה,"סושי-אסייאתי,בר-פאב","א-ה: א' 12:00-22:30 ב'-ה' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,Y,www.giraffe.co.il,N,Y,32.160292,34.807391
ג'ירף,מסעדה אסייתית ,מרכז,ראשון לציון,ילדי טהרן 3 סינמה סיטי,3067*,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: א' 12:00-22:30 ב'-ה' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,Y,www.giraffe.co.il,N,Y,31.983476,34.771033
ג'ירף ,מסעדה אסייתית ,מרכז,תל אביב - יפו,הברזל 19,3067*,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: א' 12:00-22:30 ב'-ה' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,Y,www.giraffe.co.il,N,Y,32.108484,34.840246
ג'ירף ,מסעדה אסייתית ,צפון,חיפה,הנשיא 131,3067*,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: א' 12:00-22:30 ב'-ה' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,Y,www.giraffe.co.il,N,Y,32.803347,34.986907
ג'ירף ,מסעדה אסייתית ,מרכז,פתח תקווה,שחם 30,3067*,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: א' 12:00-22:30 ב'-ה' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,Y,www.giraffe.co.il,N,Y,32.087310,34.858716
ג'ירף ,מסעדה אסייתית ,אילת,אילת,טיילת הרודוס,3067*,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: א' 12:00-22:30 ב'-ה' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",,Y,www.giraffe.co.il,N,Y,29.547613,34.966402
שיפרה וג'מיל,מסעדת בשרים ,מרכז,הרצליה,אריק איינשטיין 1,079-6111999,מסעדה,"בשרים,ים תיכוני,מזרחי","א-ה: 11:30-23:30
שישי: 
שבת: מצאת השבת - 00:00",רבנות הרצליה,Y,,N,N,32.163595,34.815287
